Date ,Open ,High ,Low ,Close ,Adj Close ,Volume 
26-Apr-23,5150.00,5150.00,4930.00,5025.00,4363.00,273336000
27-Apr-23,4990.00,5150.00,4990.00,5150.00,4471.53,125947200
28-Apr-23,5175.00,5275.00,5100.00,5100.00,4428.12,251912000
2-May-23,5175.00,5175.00,5050.00,5150.00,4471.53,84246100
3-May-23,5225.00,5225.00,5050.00,5100.00,4428.12,183524700
4-May-23,5150.00,5175.00,5075.00,5150.00,4471.53,140482000
5-May-23,5225.00,5250.00,5125.00,5225.00,4536.65,182599600
8-May-23,5250.00,5250.00,5050.00,5100.00,4428.12,107804200
9-May-23,5050.00,5125.00,5025.00,5125.00,4449.83,102987300
10-May-23,5075.00,5150.00,5050.00,5150.00,4471.53,108369600
11-May-23,5175.00,5175.00,5100.00,5150.00,4471.53,85618800
12-May-23,5100.00,5175.00,5100.00,5150.00,4471.53,92625800
15-May-23,5150.00,5175.00,5025.00,5150.00,4471.53,163732600
16-May-23,5175.00,5200.00,5100.00,5200.00,4514.95,73611200
17-May-23,5250.00,5250.00,5175.00,5200.00,4514.95,115834500
19-May-23,5225.00,5450.00,5200.00,5400.00,4688.60,185672200
22-May-23,5300.00,5500.00,5300.00,5425.00,4710.31,162655900
23-May-23,5475.00,5600.00,5475.00,5500.00,4775.42,255251600
24-May-23,5525.00,5600.00,5450.00,5600.00,4862.25,187436100
25-May-23,5500.00,5575.00,5450.00,5475.00,4753.72,224391900
26-May-23,5425.00,5600.00,5425.00,5600.00,4862.25,154003100
29-May-23,5600.00,5625.00,5475.00,5550.00,4818.84,125049100
30-May-23,5500.00,5600.00,5500.00,5500.00,4775.42,67363200
31-May-23,5575.00,5575.00,5375.00,5575.00,4840.54,898453700
5-Jun-23,5600.00,5600.00,5425.00,5425.00,4710.31,255472600
6-Jun-23,5400.00,5500.00,5350.00,5450.00,4732.01,92019300
7-Jun-23,5475.00,5475.00,5350.00,5400.00,4688.60,150377000
8-Jun-23,5375.00,5475.00,5350.00,5475.00,4753.72,92794100
9-Jun-23,5425.00,5450.00,5375.00,5425.00,4710.31,77251000
12-Jun-23,5400.00,5400.00,5375.00,5400.00,4688.60,92314200
13-Jun-23,5400.00,5550.00,5400.00,5550.00,4818.84,108831400
14-Jun-23,5575.00,5575.00,5475.00,5550.00,4818.84,79137600
15-Jun-23,5475.00,5525.00,5450.00,5525.00,4797.13,74388400
16-Jun-23,5475.00,5550.00,5400.00,5550.00,4818.84,189062600
19-Jun-23,5500.00,5525.00,5450.00,5525.00,4797.13,55144200
20-Jun-23,5475.00,5550.00,5475.00,5550.00,4818.84,102926800
21-Jun-23,5500.00,5575.00,5500.00,5575.00,4840.54,84605400
22-Jun-23,5550.00,5600.00,5475.00,5475.00,4753.72,94143200
23-Jun-23,5425.00,5475.00,5400.00,5400.00,4688.60,123350300
26-Jun-23,5425.00,5475.00,5375.00,5450.00,4732.01,85472100
27-Jun-23,5450.00,5500.00,5425.00,5425.00,4710.31,110716500
3-Jul-23,5500.00,5550.00,5450.00,5475.00,4753.72,168559800
4-Jul-23,5500.00,5500.00,5425.00,5450.00,4732.01,94462600
5-Jul-23,5400.00,5450.00,5400.00,5450.00,4732.01,109632800
6-Jul-23,5450.00,5475.00,5400.00,5425.00,4710.31,109446200
7-Jul-23,5400.00,5425.00,5375.00,5375.00,4666.89,114043800
10-Jul-23,5425.00,5500.00,5400.00,5400.00,4688.60,78972100
11-Jul-23,5375.00,5450.00,5375.00,5425.00,4710.31,122094700
12-Jul-23,5450.00,5475.00,5425.00,5450.00,4732.01,104993700
13-Jul-23,5425.00,5475.00,5425.00,5450.00,4732.01,134905700
14-Jul-23,5450.00,5525.00,5425.00,5525.00,4797.13,127814200
17-Jul-23,5550.00,5625.00,5525.00,5575.00,4840.54,166951300
18-Jul-23,5625.00,5700.00,5600.00,5625.00,4883.96,120810300
20-Jul-23,5575.00,5650.00,5550.00,5625.00,4883.96,111117300
21-Jul-23,5600.00,5625.00,5575.00,5625.00,4883.96,63094600
24-Jul-23,5600.00,5650.00,5600.00,5600.00,4862.25,62962500
25-Jul-23,5625.00,5700.00,5625.00,5650.00,4905.66,111248100
26-Jul-23,5700.00,5700.00,5650.00,5675.00,4927.37,76200300
27-Jul-23,5675.00,5750.00,5650.00,5650.00,4905.66,109859200
28-Jul-23,5625.00,5700.00,5625.00,5700.00,4949.08,74036700
31-Jul-23,5700.00,5700.00,5650.00,5650.00,4905.66,186727400
1-Aug-23,5650.00,5750.00,5650.00,5700.00,4949.08,100137500
2-Aug-23,5650.00,5725.00,5650.00,5700.00,4949.08,90611300
3-Aug-23,5675.00,5750.00,5650.00,5700.00,4949.08,82775000
4-Aug-23,5700.00,5725.00,5575.00,5575.00,4840.54,150738500
7-Aug-23,5600.00,5725.00,5575.00,5700.00,4949.08,88104900
8-Aug-23,5700.00,5750.00,5600.00,5625.00,4883.96,89189600
9-Aug-23,5650.00,5725.00,5625.00,5700.00,4949.08,91930000
10-Aug-23,5675.00,5725.00,5675.00,5700.00,4949.08,85474200
11-Aug-23,5675.00,5700.00,5650.00,5650.00,4905.66,74321000
14-Aug-23,5650.00,5675.00,5575.00,5650.00,4905.66,127358400
15-Aug-23,5650.00,5675.00,5575.00,5575.00,4840.54,89597300
16-Aug-23,5550.00,5575.00,5450.00,5525.00,4797.13,188191900
18-Aug-23,5500.00,5600.00,5500.00,5575.00,4840.54,121561200
21-Aug-23,5550.00,5575.00,5500.00,5500.00,4775.42,91640000
22-Aug-23,5500.00,5625.00,5500.00,5575.00,4840.54,101221500
23-Aug-23,5600.00,5625.00,5575.00,5600.00,4862.25,78686900
24-Aug-23,5625.00,5625.00,5550.00,5550.00,4818.84,74407500
25-Aug-23,5550.00,5600.00,5525.00,5600.00,4862.25,65096500
28-Aug-23,5600.00,5625.00,5550.00,5550.00,4818.84,37126600
29-Aug-23,5525.00,5600.00,5525.00,5600.00,4862.25,57547200
30-Aug-23,5600.00,5600.00,5500.00,5525.00,4797.13,171282700
31-Aug-23,5525.00,5550.00,5475.00,5550.00,4818.84,175088200
1-Sep-23,5600.00,5600.00,5525.00,5575.00,4840.54,87366100
4-Sep-23,5600.00,5625.00,5575.00,5625.00,4883.96,43898200
5-Sep-23,5625.00,5650.00,5600.00,5625.00,4883.96,72464300
6-Sep-23,5625.00,5650.00,5575.00,5575.00,4840.54,106367800
7-Sep-23,5525.00,5550.00,5450.00,5450.00,4732.01,157998600
8-Sep-23,5425.00,5450.00,5300.00,5350.00,4645.19,243324500
11-Sep-23,5350.00,5425.00,5300.00,5425.00,4710.31,80474100
12-Sep-23,5450.00,5475.00,5375.00,5375.00,4666.89,121654400
13-Sep-23,5350.00,5425.00,5350.00,5400.00,4688.60,59408000
14-Sep-23,5325.00,5425.00,5325.00,5425.00,4710.31,76831700
15-Sep-23,5400.00,5450.00,5375.00,5375.00,4666.89,141455400
18-Sep-23,5350.00,5400.00,5300.00,5325.00,4623.48,61329000
19-Sep-23,5325.00,5375.00,5300.00,5375.00,4666.89,50612700
20-Sep-23,5350.00,5450.00,5350.00,5375.00,4666.89,98710100
21-Sep-23,5425.00,5425.00,5350.00,5350.00,4645.19,68584900
22-Sep-23,5350.00,5425.00,5350.00,5350.00,4645.19,83184100
25-Sep-23,5325.00,5350.00,5200.00,5300.00,4601.77,120196700
26-Sep-23,5250.00,5275.00,5200.00,5200.00,4514.95,180280600
27-Sep-23,5175.00,5300.00,5175.00,5225.00,4536.65,119774700
29-Sep-23,5300.00,5325.00,5225.00,5225.00,4536.65,140331100
2-Oct-23,5250.00,5300.00,5250.00,5250.00,4558.36,81674600
3-Oct-23,5250.00,5300.00,5250.00,5275.00,4580.07,54462700
4-Oct-23,5250.00,5275.00,5200.00,5250.00,4558.36,121445000
5-Oct-23,5250.00,5275.00,5175.00,5175.00,4493.24,116814800
6-Oct-23,5200.00,5250.00,5175.00,5175.00,4493.24,70202300
9-Oct-23,5200.00,5225.00,5125.00,5125.00,4449.83,144477000
10-Oct-23,5125.00,5250.00,5125.00,5175.00,4493.24,98457000
11-Oct-23,5150.00,5275.00,5150.00,5250.00,4558.36,100394800
12-Oct-23,5300.00,5375.00,5275.00,5300.00,4601.77,174022400
13-Oct-23,5275.00,5325.00,5250.00,5275.00,4580.07,84648800
16-Oct-23,5325.00,5325.00,5250.00,5250.00,4558.36,45782300
17-Oct-23,5250.00,5275.00,5150.00,5150.00,4471.53,127287200
18-Oct-23,5125.00,5225.00,5125.00,5150.00,4471.53,77217600
19-Oct-23,5100.00,5150.00,5000.00,5000.00,4341.30,195831400
20-Oct-23,4980.00,5100.00,4960.00,5050.00,4384.71,173353600
23-Oct-23,5000.00,5075.00,4990.00,5000.00,4341.30,82756100
24-Oct-23,5000.00,5100.00,4950.00,5100.00,4428.12,104021500
25-Oct-23,5100.00,5200.00,5100.00,5175.00,4493.24,142215000
26-Oct-23,5175.00,5175.00,4920.00,4920.00,4271.83,330618800
27-Oct-23,4950.00,5050.00,4940.00,5000.00,4341.30,129599800
30-Oct-23,4980.00,5025.00,4970.00,5000.00,4341.30,108523700
31-Oct-23,4980.00,5000.00,4960.00,4960.00,4306.56,106760300
1-Nov-23,4920.00,4960.00,4830.00,4830.00,4193.69,191567200
2-Nov-23,4940.00,5075.00,4910.00,5000.00,4341.30,208075400
3-Nov-23,5025.00,5175.00,5025.00,5100.00,4428.12,125504000
6-Nov-23,5100.00,5200.00,5100.00,5200.00,4514.95,122333800
7-Nov-23,5225.00,5275.00,5175.00,5250.00,4558.36,137039400
8-Nov-23,5200.00,5250.00,5175.00,5225.00,4536.65,86713700
9-Nov-23,5225.00,5275.00,5200.00,5200.00,4514.95,66236400
10-Nov-23,5150.00,5150.00,5050.00,5075.00,4406.42,113811900
13-Nov-23,5075.00,5125.00,5025.00,5025.00,4363.00,63126900
14-Nov-23,5075.00,5125.00,5050.00,5075.00,4406.42,85419500
15-Nov-23,5200.00,5300.00,5175.00,5250.00,4558.36,193790400
16-Nov-23,5275.00,5275.00,5175.00,5250.00,4558.36,99488800
17-Nov-23,5175.00,5250.00,5175.00,5225.00,4536.65,70727500
20-Nov-23,5175.00,5275.00,5175.00,5250.00,4558.36,54123600
21-Nov-23,5225.00,5250.00,5175.00,5200.00,4514.95,104110500
22-Nov-23,5175.00,5300.00,5175.00,5275.00,4580.07,103585500
23-Nov-23,5325.00,5400.00,5300.00,5350.00,4645.19,174572400
24-Nov-23,5400.00,5450.00,5375.00,5400.00,4688.60,92571400
27-Nov-23,5425.00,5450.00,5350.00,5350.00,4645.19,76019100
28-Nov-23,5325.00,5425.00,5325.00,5350.00,4645.19,147993400
29-Nov-23,5350.00,5375.00,5300.00,5300.00,4601.77,106197800
30-Nov-23,5375.00,5375.00,5275.00,5275.00,4580.07,224426400
1-Dec-23,5275.00,5375.00,5275.00,5350.00,4645.19,99499500
4-Dec-23,5450.00,5575.00,5450.00,5500.00,4775.42,235595700
5-Dec-23,5425.00,5500.00,5425.00,5450.00,4732.01,114689900
6-Dec-23,5425.00,5450.00,5400.00,5425.00,4710.31,119716700
7-Dec-23,5400.00,5475.00,5400.00,5475.00,4753.72,102126600
8-Dec-23,5425.00,5450.00,5375.00,5375.00,4666.89,130542600
11-Dec-23,5325.00,5375.00,5300.00,5300.00,4601.77,124468600
12-Dec-23,5375.00,5400.00,5325.00,5325.00,4623.48,134501600
13-Dec-23,5300.00,5350.00,5275.00,5300.00,4601.77,98881600
14-Dec-23,5450.00,5550.00,5425.00,5550.00,4818.84,239261700
15-Dec-23,5575.00,5600.00,5550.00,5550.00,4818.84,252448800
18-Dec-23,5575.00,5575.00,5500.00,5500.00,4775.42,102780900
